QKEY,INTERVIEW_START_W140,INTERVIEW_END_W140,DEVICE_TYPE_W140,LANG_W140,FORM_W140,SATIS_W140,YEARAHEAD_W140,POL1JB_W140,POL1JBSTR_W140,JBSUCCESS_W140,BIDENDESC_ORD_W140,BIDENDESC_MENT_W140,BIDENDESC_STND_W140,BIDENDESC_HON_W140,BIDENDESC_INSP_W140,BIDENDESC_GETDN_W140,BIDENDESC_ENER_W140,BIDENDESC_STRN_W140,BIDENDESC_MDL_W140,BIDENDESC_TEMP_W140,INCREMENTAL_W140,INSTN_CHR_W140,INSTN_CLGS_W140,INSTN_LBRUN_W140,INSTN_TECHCMP_W140,INSTN_SMBUS_W140,INSTN_K12_W140,INSTN_BNKS_W140,INSTN_MIL_W140,INSTN_LGECRP_W140,INSTN2_CHR_W140,INSTN2_CLGS_W140,INSTN2_LBRUN_W140,INSTN2_TECHCMP_W140,INSTN2_SMBUS_W140,INSTN2_K12_W140,INSTN2_BNKS_W140,INSTN2_MIL_W140,INSTN2_LGECRP_W140,DECISION_W140,WINLOSE_W140,PRIPRES_JOB_W140,PRIPRES_BD_W140,PRIPRES_DTRD_W140,PRIPRES_ENV_W140,PRIPRES_TER_W140,PRIPRES_EC_W140,PRIPRES_GCC_W140,PRIPRES_EDU_W140,PRIPRES_HC_W140,PRIPRES_CRI_W140,PRIPRES_GT_W140,PRIPRES_INF_W140,PRIPRES_RA_W140,PRIPRES_SC_W140,PRIPRES_MON_W140,PRIPRES_POOR_W140,PRIPRES_MIL_W140,PRIPRES_NRG_W140,PRIPRES_IMM_W140,PRIPRES_POL_W140,PRESWITHOP_W140,OPWITHPRES_W140,ECON1_W140,ECON1B_W140,ECONCONC_PRICE_W140,ECONCONC_UNEM_W140,ECONCONC_REAL_W140,ECONCONC_STCK_W140,ECONCONC_ENG2_W140,ECONCONC_BANK_W140,HGSTNDRD_W140,HGSTNDRD2_W140,MARIJUANA3_W140,MARIJ_STRICT_W140,MARIJ_CRIME_W140,MARIJ_ECON_W140,MARIJ_FAIR_W140,MARIJ_DRUG_W140,EXCPWER_W140,TALKIMP_W140,TALKCONF_W140,VTPRIORITY_ATO_W140,VTPRIORITY_HLDY_W140,VTPRIORITY_FLN_W140,VTPRIORITY_RMVVT_W140,VTPRIORITY_BLT_CL_W140,VTPRIORITY_GOVID_W140,VTPRIORITY_PPR_W140,VTPRIORITY_ERLY_W140,VTPRIORITY_ML_W140,VTPRIORITY_REGED_W140,UNDROPPL_W140,UNIONDROP_W140,BORDER_CL_W140,BRDERJOB_W140,IMM_CRISIS_W140,IMMFACT_NOOPP_W140,IMMFACT_USOPP_W140,IMMFACT_VIOL_W140,IMMFACT_FRDM_W140,IMMFACT_POL_W140,IMMCRIMM_W140,IMMPOLIMPCT_DPRT_W140,IMMPOLIMPCT_BUS_W140,IMMPOLIMPCT_AID_W140,IMMPOLIMPCT_HRD_W140,IMMPOLIMPCT_COND_W140,IMMPOLIMPCT_RCS_W140,IMMPOLIMPCT_OPP_W140,IMMPOLIMPCT_WALL_W140,IMMPOLIMPCT_WORK_W140,NEWYR_W140,NEWRES_HLTH_W140,NEWRES_WRK_W140,NEWRES_FMLY_W140,NEWRES_HBS_W140,NEWRES_FIN_W140,NEWRES_SE_W140,RESKEPT_M_W140,RESKEPT_S_W140,RESLNONE_W140,IMPEACHFOLL_JB_W140,IMPEACHAPP_JB_W140,IMPEACHREM_JB_W140,WRKRCMPMOD_W140,SOCSEC_CPS_W140,ASREP_ABORT_W140,ASREP_AGREE_a_W140,ASREP_AGREE_b_W140,ASREP_AGREE_c_W140,ASREP_AGREE_d_W140,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W140
202301000571,2024-01-17T17:35:52Z,2024-01-17T18:05:21Z,1,1,1,2,,2,2,3,2,3,3,2,3,,,,,,1,1,1,2,1,2,1,2,1,2,,,,,,,,,,1,2,1,1,1,2,1,,,,,,1,2,2,2,2,,,,,,2,,2,,,,,,,,2,,3,4,2,2,2,2,2,2,2,2,2,2,3,3,,,,,,1,,4,3,,1,2,2,1,2,1,1,1,1,4,2,,,,,2,1,1,1,2,1,1,,2,,3,2,2,2,2,4,2,2,2,2,1,1,2,1,3,2,1,5,2,,4,3,5,4,1,1,1,1,5,3,2,2,3,2,9,2,1,2,3,0.6719475972960505
202301000572,2024-01-18T17:21:00Z,2024-01-18T18:01:31Z,2,1,2,,1,2,1,2,,,,,,3,4,3,3,3,2,,,,,,,,,,2,1,3,1,2,3,2,2,2,1,1,,,,,,1,2,1,2,2,,,,,,1,2,2,1,2,,2,3,1,2,4,2,2,3,2,,1,2,2,2,2,3,2,1,1,2,,,,,,1,2,1,3,2,,2,3,,2,1,2,1,3,1,1,,,,,,3,1,1,2,2,1,2,2,1,2,1,,1,,3,2,2,2,2,2,5,3,2,4,1,3,5,2,2,1,1,6,2,,4,3,5,4,1,8,,4,4,1,,1,2,3,9,3,1,1,3,0.5065547955664684
202301000575,2024-01-17T18:20:00Z,2024-01-17T18:30:13Z,2,1,2,,2,1,2,3,,,,,,2,3,2,2,1,2,,,,,,,,,,4,2,3,2,2,2,2,3,3,1,1,,,,,,1,1,1,2,2,,,,,,2,2,2,2,1,,1,3,2,1,2,1,2,2,2,,1,1,3,1,1,3,2,1,2,1,,,,,,1,3,1,2,2,,2,4,,3,1,1,1,1,1,1,,,,,,1,4,4,1,2,1,1,1,1,1,2,,1,,3,3,3,2,2,2,5,3,3,2,1,4,9,1,2,2,1,5,2,,4,3,5,4,1,12,,3,6,2,,2,4,1,6,4,1,1,2,0.1667187631475009
202301000578,2024-01-17T16:04:56Z,2024-01-17T16:10:57Z,1,1,1,1,,1,1,1,1,3,1,1,2,,,,,,1,2,1,1,2,1,1,1,2,2,,,,,,,,,,1,2,1,2,1,1,2,,,,,,2,2,2,2,1,,,,,,1,,2,,,,,,,,1,,1,3,1,1,1,2,2,1,1,1,1,1,4,2,,,,,,3,,3,3,,1,1,2,3,2,3,1,1,3,4,1,,,,,1,1,1,1,1,1,1,2,,,3,4,4,2,2,1,5,2,1,1,1,4,9,2,3,2,1,6,2,,3,3,5,4,1,8,,4,3,2,,2,3,1,9,3,1,1,3,0.14615499515411284
202301000582,2024-01-18T00:36:53Z,2024-01-18T01:20:07Z,1,1,1,2,,1,2,2,3,3,3,99,4,,,,,,1,1,2,2,1,2,2,2,1,2,,,,,,,,,,1,99,1,2,1,1,1,,,,,,1,1,2,1,2,,,,,,2,,4,,,,,,,,1,,2,2,2,99,2,3,2,1,1,4,1,1,4,4,,,,,,4,,1,3,,1,1,3,1,1,3,1,1,3,1,2,,,,,1,1,2,1,1,2,2,2,,,4,2,2,2,2,2,4,2,3,1,1,4,9,1,3,2,2,3,2,,3,3,5,4,1,11,1,4,1,4,99,9,9,1,1,4,1,2,1,0.24043646600596175
202301000583,2024-01-20T20:45:50Z,2024-01-20T21:00:40Z,1,1,2,,2,2,1,2,,,,,,3,3,3,4,2,2,,,,,,,,,,2,3,3,2,3,3,3,3,3,1,2,,,,,,1,1,1,1,1,,,,,,1,4,1,1,1,,1,4,3,2,1,1,2,2,2,,2,1,3,3,3,3,3,1,1,1,,,,,,2,1,2,3,2,,4,3,,1,1,1,1,1,1,3,,,,,,1,4,4,1,3,,,,,,,,,5,3,3,3,2,2,1,5,1,2,3,1,4,9,1,3,2,1,6,2,,4,3,5,4,1,10,,3,5,2,,2,3,1,9,3,2,1,3,0.1797675937321966
202301000585,2024-01-19T09:38:19Z,2024-01-19T10:04:27Z,2,1,1,1,,1,1,1,2,2,2,2,2,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,,,,,,2,1,2,1,2,,,,,,1,,2,,,,,,,,1,,2,3,3,3,3,2,1,2,2,2,2,2,2,2,,,,,,1,,3,2,,1,1,2,1,1,1,4,4,4,3,4,,,,,1,1,1,1,1,1,1,2,,,3,3,3,2,2,3,3,3,3,2,1,4,9,3,3,2,2,4,2,,1,3,5,1,6,1,1,1,2,2,,2,3,1,1,3,2,1,1,0.156652814671766
202301000590,2024-01-17T18:57:11Z,2024-01-17T19:10:16Z,2,1,2,,1,1,2,3,,,,,,2,3,3,1,1,1,,,,,,,,,,3,2,2,2,2,2,3,2,3,1,2,,,,,,2,1,1,1,2,,,,,,1,2,2,1,1,,1,2,1,2,2,2,2,2,3,,1,1,3,1,1,1,3,2,1,2,,,,,,2,2,1,1,2,,4,3,,2,1,1,1,2,1,3,,,,,,1,1,3,1,1,2,2,2,1,1,2,2,,,5,4,3,2,2,1,5,3,2,2,1,1,1,1,2,2,1,6,2,,4,3,5,4,6,12,,3,6,2,,2,4,1,9,4,2,2,3,0.400462323877929
202301000591,2024-01-17T16:53:10Z,2024-01-17T17:19:23Z,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,1,1,1,1,1,,,,,,1,1,1,1,2,,,,,,1,,2,,,,,,,,1,,2,2,2,2,2,1,2,2,2,1,2,3,2,1,,,,,,3,,3,2,,1,1,1,1,3,3,4,1,4,4,4,,,,,1,1,99,1,1,1,99,2,,,3,4,3,2,1,2,5,3,2,2,1,4,9,2,4,1,3,2,2,,1,3,5,1,6,2,2,2,6,2,,2,3,1,5,3,2,2,2,0.5237705440587145
202301000593,2024-01-18T11:24:37Z,2024-01-18T11:48:39Z,2,1,2,,1,2,1,2,,,,,,3,4,3,3,1,2,,,,,,,,,,3,3,2,2,2,3,2,2,3,1,2,,,,,,1,1,2,1,2,,,,,,2,1,2,1,2,,2,4,3,1,3,3,3,2,2,,2,1,3,3,1,3,3,2,3,2,,,,,,2,3,3,2,2,,3,3,,1,1,1,1,1,1,1,,,,,,1,2,1,2,1,1,2,1,1,1,1,2,,,5,2,3,2,2,1,5,3,2,3,1,4,9,2,3,2,2,4,2,,1,3,5,1,3,12,,3,6,2,,2,4,1,1,4,2,1,1,0.04840448249293139
202301000602,2024-01-17T16:40:42Z,2024-01-17T16:55:54Z,1,1,2,,1,1,2,1,,,,,,2,2,2,2,2,1,,,,,,,,,,2,2,1,1,2,2,2,2,2,1,1,,,,,,1,1,1,1,2,,,,,,2,2,1,2,1,,1,2,1,1,2,1,1,2,2,,1,3,4,2,3,3,3,1,2,1,,,,,,1,2,1,1,2,,4,3,,2,1,1,1,1,1,3,,,,,,1,1,4,1,3,,,,,,,,,1,3,4,4,2,1,4,5,2,2,2,1,4,9,2,4,1,1,5,2,,1,3,5,1,3,2,2,2,2,3,2,2,3,1,3,3,1,2,1,0.11595975126039486
202301000607,2024-01-18T17:20:26Z,2024-01-18T17:37:02Z,1,1,1,2,,2,2,2,2,4,2,1,4,,,,,,2,2,2,2,1,1,2,2,1,2,,,,,,,,,,1,2,2,1,2,3,2,,,,,,1,2,3,1,1,,,,,,1,,3,,,,,,,,2,,2,2,2,3,1,3,2,3,2,1,2,1,4,3,,,,,,3,,3,2,,1,1,2,2,2,3,3,3,3,1,3,,,,,3,,,,,,,,,1,3,3,3,2,2,2,5,5,1,1,1,4,9,2,3,1,2,4,2,,1,3,5,1,3,10,,3,6,2,,2,3,1,9,3,2,1,3,0.09568120153337244
202301000611,2024-01-17T15:44:39Z,2024-01-17T16:20:27Z,2,1,2,,2,1,99,1,,,,,,2,2,2,2,2,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,99,,,,,,1,1,2,1,2,,,,,,2,2,1,2,2,,1,3,99,2,1,1,2,2,2,,99,2,3,2,3,2,1,2,2,2,,,,,,2,2,2,2,2,,3,3,,2,1,1,1,2,1,3,,,,,,1,4,4,4,1,1,2,1,1,2,2,2,,,3,3,4,2,1,2,3,2,2,3,1,1,2,2,4,2,2,3,2,,4,3,5,4,1,2,2,2,5,2,,2,3,1,3,3,1,2,2,0.16487620436130054
202301000615,2024-01-17T18:34:50Z,2024-01-18T00:47:35Z,2,1,2,,1,2,2,3,,,,,,3,3,3,2,2,2,,,,,,,,,,4,3,3,3,2,2,3,3,3,1,2,,,,,,2,2,1,1,2,,,,,,2,2,2,1,3,,1,3,3,1,2,1,2,99,2,,1,2,2,2,2,3,1,2,3,1,,,,,,1,2,2,3,1,,2,4,,2,1,1,1,2,1,1,,,,,,3,1,3,2,3,,,,,,,,,2,4,3,3,2,2,1,5,2,2,2,1,4,9,2,2,2,1,6,2,,2,3,5,4,1,10,,3,6,3,2,2,3,3,9,3,1,2,2,0.4844079683483952
202301000617,2024-01-17T21:42:33Z,2024-01-17T22:04:59Z,2,1,1,2,,2,1,2,99,4,4,3,4,,,,,,2,2,2,2,1,2,2,2,1,2,,,,,,,,,,1,2,1,1,1,3,1,,,,,,1,1,2,1,2,,,,,,2,,3,,,,,,,,1,,3,2,2,3,3,1,2,1,2,4,1,1,1,1,,,,,,1,,2,4,,1,1,1,1,2,1,1,1,3,4,4,,,,,2,2,1,1,1,1,2,,1,,4,2,2,2,2,3,5,3,2,1,1,2,3,2,2,1,2,3,2,,3,3,5,4,1,1,1,1,1,1,,1,1,1,7,2,1,2,2,0.20203268818311254
202301000625,2024-01-17T15:50:27Z,2024-01-20T11:48:32Z,2,1,1,2,,1,2,1,1,2,2,2,2,,,,,,1,2,1,1,2,1,1,1,1,1,,,,,,,,,,1,1,1,2,2,2,2,,,,,,2,3,1,2,2,,,,,,1,,2,,,,,,,,1,,1,3,3,3,3,2,2,1,2,4,3,1,4,3,,,,,,3,,4,3,,1,1,1,1,2,3,2,2,1,2,1,,,,,2,2,2,2,2,2,1,,1,,4,4,4,2,2,2,5,4,1,2,1,4,9,2,2,2,1,6,2,,3,3,5,4,1,7,,4,5,2,,2,4,3,9,4,1,1,3,0.29948264294220217
202301000629,2024-01-17T17:25:40Z,2024-01-17T17:29:04Z,2,1,1,1,,1,1,1,2,2,2,2,2,,,,,,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,1,1,1,1,1,,,,,,1,1,2,2,2,,,,,,2,,1,,,,,,,,2,,1,1,2,1,1,1,1,1,1,4,4,4,4,4,,,,,,4,,1,1,,1,1,1,1,1,1,1,1,2,1,1,,,,,2,1,1,2,2,1,2,,2,,3,3,2,2,2,3,4,3,3,3,1,4,8,1,2,1,2,4,2,,2,3,5,4,1,2,2,2,2,2,,2,3,1,6,3,1,2,2,0.7359582739944948
202301000634,2024-01-18T20:18:23Z,2024-01-18T20:26:59Z,1,1,2,,2,2,1,2,,,,,,3,4,4,4,2,2,,,,,,,,,,4,2,1,3,1,2,4,4,4,1,2,,,,,,1,1,2,1,3,,,,,,1,3,2,2,1,,1,4,2,1,2,1,2,3,3,,1,2,4,3,3,1,2,2,3,2,,,,,,3,1,1,1,1,,4,4,,2,1,1,1,2,3,3,,,,,,3,1,2,1,1,1,1,2,2,1,1,2,,,5,3,3,2,2,2,5,5,1,5,1,1,2,1,1,1,2,3,2,,1,3,5,1,6,9,,3,6,3,2,2,4,1,1,5,1,1,1,0.27322809925348124
202301000641,2024-01-18T17:18:05Z,2024-01-18T17:48:29Z,1,1,2,,1,2,1,2,,,,,,4,3,4,3,3,1,,,,,,,,,,3,3,4,2,1,3,3,1,2,1,2,,,,,,1,3,2,2,1,,,,,,2,1,1,1,2,,1,3,1,1,2,2,1,1,2,,1,1,3,2,1,1,1,2,2,1,,,,,,1,2,3,2,3,,2,2,,1,1,1,2,3,1,1,,,,,,1,1,1,1,3,,,,,,,,,5,3,2,2,2,2,1,5,3,1,1,1,4,9,1,99,1,2,3,2,,1,3,5,1,1,12,,3,5,4,1,1,1,1,99,2,1,1,99,0.08426071910052506
202301000644,2024-01-19T01:12:49Z,2024-01-19T01:23:51Z,2,1,1,2,,2,1,2,3,3,3,2,3,,,,,,1,1,2,2,1,1,1,1,1,1,,,,,,,,,,1,2,2,2,1,2,1,,,,,,2,1,2,1,1,,,,,,1,,3,,,,,,,,2,,2,2,2,2,2,1,1,3,1,2,2,2,1,2,,,,,,2,,4,4,,1,1,1,1,1,1,1,4,3,4,1,,,,,3,,,,,,,,,1,4,3,3,2,2,2,5,4,2,2,1,4,9,1,2,2,1,5,2,,4,3,5,4,1,10,,3,4,2,,2,3,1,9,3,1,2,3,0.28951181307157053
202301000646,2024-01-17T15:40:19Z,2024-01-17T15:46:08Z,1,1,2,,2,2,2,3,,,,,,3,4,2,2,2,2,,,,,,,,,,3,2,1,4,1,2,4,4,4,1,2,,,,,,2,2,1,1,3,,,,,,1,4,1,2,2,,1,3,2,1,3,1,2,1,3,,1,1,3,1,1,1,2,2,3,3,,,,,,4,2,1,1,1,,4,3,,3,1,1,1,2,3,3,,,,,,1,1,2,1,3,,,,,,,,,2,3,4,4,2,2,1,5,4,2,3,1,4,9,1,1,1,1,5,2,,1,3,5,1,6,10,,3,5,2,,2,4,3,1,5,1,1,1,0.46957545101821074
202301000653,2024-01-17T17:10:57Z,2024-01-17T17:19:57Z,1,1,1,2,,1,2,3,2,4,4,2,3,,,,,,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,2,1,2,2,2,1,1,,,,,,2,3,2,2,3,,,,,,1,,3,,,,,,,,1,,1,3,3,1,1,2,2,2,1,1,1,2,3,2,,,,,,3,,4,3,,1,1,1,2,3,3,2,2,1,2,1,,,,,3,,,,,,,,,1,4,3,3,2,2,1,5,3,2,2,1,4,9,2,1,2,3,1,2,,1,3,5,1,6,8,,4,3,2,,2,4,3,9,4,2,1,3,2.218754180523533
202301000654,2024-01-17T15:51:19Z,2024-01-17T16:06:04Z,1,1,2,,2,2,1,2,,,,,,4,4,4,4,3,1,,,,,,,,,,1,4,4,3,1,4,4,1,4,2,2,,,,,,1,4,1,1,1,,,,,,2,1,2,1,3,,2,4,2,1,1,1,2,2,2,,2,3,2,2,3,3,1,2,4,1,,,,,,1,1,2,4,4,,1,1,,1,1,1,1,3,2,1,,,,,,2,2,1,2,3,,,,,,,,,5,1,1,1,2,2,4,5,5,1,1,1,4,8,2,3,2,1,6,2,,4,3,5,4,1,2,1,2,1,1,,1,1,1,9,1,1,1,3,0.2612337026267407
202301000655,2024-01-17T16:15:56Z,2024-01-17T17:02:10Z,2,1,1,2,,2,1,3,3,3,3,3,3,,,,,,99,2,2,2,2,2,2,2,1,2,,,,,,,,,,1,1,1,1,2,1,1,,,,,,1,1,1,1,1,,,,,,2,,3,,,,,,,,1,,1,3,1,1,1,2,1,4,1,1,1,4,4,2,,,,,,2,,1,4,,1,1,2,1,1,1,1,1,1,2,2,,,,,3,,,,,,,,,1,1,4,4,2,1,1,5,5,1,1,1,4,9,1,3,1,2,3,2,,4,3,5,4,6,1,2,1,1,1,,1,1,1,1,1,1,2,1,0.24074713633469533
202301000659,2024-01-17T17:31:17Z,2024-01-17T17:43:44Z,2,1,2,,2,1,2,1,,,,,,2,2,2,1,1,1,,,,,,,,,,4,1,2,2,1,2,2,2,3,1,2,,,,,,1,2,1,1,2,,,,,,2,3,1,1,1,,1,2,3,1,3,3,3,1,3,,1,1,3,3,1,1,3,2,1,1,,,,,,3,2,1,1,2,,3,4,,3,1,1,1,2,3,3,,,,,,1,1,2,1,3,,,,,,,,,1,5,4,4,2,2,2,5,3,1,3,1,3,5,2,2,2,2,3,2,,4,3,5,4,1,12,,3,6,2,,2,4,1,9,4,2,2,2,0.18844115990760332
202301000661,2024-01-17T17:41:55Z,2024-01-17T17:53:12Z,2,1,2,,1,2,1,2,,,,,,3,3,3,4,2,1,,,,,,,,,,1,2,2,2,2,2,2,1,2,1,2,,,,,,2,2,1,1,2,,,,,,2,2,2,2,1,,1,2,3,1,2,3,2,1,2,,1,3,3,2,2,2,2,1,2,1,,,,,,1,2,3,3,2,,3,3,,3,1,1,1,1,1,3,,,,,,1,1,3,1,1,1,1,1,2,1,2,2,,,3,2,2,2,2,1,4,3,3,5,1,3,5,2,1,2,3,2,2,,1,3,5,1,6,6,,4,4,2,,2,3,1,1,3,1,2,1,0.364682899155847
202301000662,2024-01-19T20:09:47Z,2024-01-19T20:16:08Z,2,1,2,,1,1,1,3,,,,,,1,3,2,1,2,1,,,,,,,,,,3,2,2,3,2,3,2,3,3,1,1,,,,,,1,1,1,1,2,,,,,,1,3,2,3,2,,1,3,1,1,2,1,2,1,3,,1,1,3,3,3,3,3,2,1,1,,,,,,2,1,1,1,1,,3,3,,3,1,1,1,2,1,3,,,,,,4,1,3,1,2,1,2,2,2,2,2,,1,,3,4,4,2,2,2,5,3,1,2,1,4,9,2,1,1,1,5,2,,1,3,5,1,6,2,2,2,2,2,,2,4,1,6,4,1,2,2,0.788174661389178
202301000665,2024-01-17T15:55:11Z,2024-01-17T16:47:46Z,2,1,2,,1,2,2,2,,,,,,3,3,3,3,2,1,,,,,,,,,,3,2,3,3,2,3,3,2,2,1,2,,,,,,1,1,2,2,1,,,,,,3,1,2,1,1,,1,4,3,2,2,2,2,1,1,,1,1,3,1,1,3,3,1,3,2,,,,,,1,2,2,2,2,,2,4,,2,1,1,1,1,2,1,,,,,,1,4,1,1,3,,,,,,,,,1,5,3,2,2,2,1,5,3,3,3,1,4,9,2,3,2,3,2,2,,1,3,5,1,3,1,2,1,5,3,2,2,3,1,99,3,1,2,99,0.1581629665202942
202301000668,2024-01-17T16:17:58Z,2024-01-17T16:26:29Z,2,1,1,2,,2,2,2,2,2,3,2,3,,,,,,2,1,1,1,1,1,2,2,1,2,,,,,,,,,,1,2,1,1,2,1,2,,,,,,1,2,2,1,2,,,,,,1,,3,,,,,,,,1,,1,3,2,1,2,1,2,2,1,3,1,3,2,2,,,,,,3,,5,3,,1,1,1,1,1,1,2,4,1,4,1,,,,,1,1,1,1,1,1,1,2,,,4,3,3,2,2,1,3,3,3,2,1,4,9,2,2,2,1,6,2,,1,3,5,1,6,8,,4,4,3,1,1,2,1,9,3,1,1,3,0.1081002437230599
202301000671,2024-01-17T19:28:39Z,2024-01-17T19:34:00Z,2,1,2,,1,1,2,3,,,,,,2,3,2,2,2,2,,,,,,,,,,3,2,2,3,2,2,3,2,3,1,2,,,,,,1,2,2,1,1,,,,,,2,2,2,2,1,,1,3,3,1,1,1,1,1,1,,2,1,3,3,3,2,2,2,2,2,,,,,,1,1,3,3,2,,2,4,,2,1,1,1,1,2,3,,,,,,1,1,3,1,3,,,,,,,,,4,4,3,3,2,2,1,4,3,3,3,1,2,3,2,2,2,2,4,2,,1,3,5,1,2,6,,4,5,2,,2,4,1,6,4,1,2,2,0.1285897178945184
202301000674,2024-01-18T18:20:37Z,2024-01-18T18:28:28Z,2,1,2,,2,2,1,3,,,,,,2,4,2,2,2,2,,,,,,,,,,2,2,3,2,2,3,3,2,3,2,2,,,,,,2,2,2,2,2,,,,,,2,2,2,2,2,,1,3,2,1,1,1,2,1,1,,1,2,3,2,1,3,1,1,2,3,,,,,,1,1,1,3,1,,2,3,,2,1,1,1,1,1,1,,,,,,2,1,1,1,1,1,1,2,1,2,1,3,,,3,2,2,2,2,1,5,3,2,3,1,3,5,2,2,2,1,5,2,,4,3,5,4,1,10,,3,5,1,,1,2,1,9,3,1,2,3,0.35365393614944796
202301000683,2024-01-19T16:14:39Z,2024-01-19T16:24:30Z,2,1,2,,1,1,1,1,,,,,,2,2,1,2,1,1,,,,,,,,,,3,2,1,2,1,2,3,2,3,1,1,,,,,,1,1,1,1,2,,,,,,2,1,1,2,1,,1,2,1,2,3,1,2,2,2,,1,1,3,1,1,1,3,2,3,2,,,,,,2,2,1,2,1,,3,5,,3,1,1,1,1,2,1,,,,,,1,1,3,1,3,,,,,,,,,4,5,3,4,2,2,2,5,3,3,2,1,4,9,2,2,1,2,3,2,,4,3,5,4,2,2,2,2,6,3,2,2,3,3,7,3,1,2,2,1.0630590207724648
202301000684,2024-01-17T18:39:36Z,2024-01-17T18:51:11Z,1,1,2,,1,2,2,2,,,,,,3,3,3,3,2,1,,,,,,,,,,2,2,2,3,2,2,3,2,3,1,2,,,,,,1,1,1,1,2,,,,,,1,3,1,1,2,,1,3,3,1,1,1,2,2,2,,1,2,2,2,1,1,3,2,2,2,,,,,,1,1,1,1,1,,4,4,,2,1,1,1,1,2,3,,,,,,1,1,2,1,1,1,2,1,2,2,2,2,,,5,2,2,2,2,1,5,4,1,2,1,1,2,1,1,2,1,5,2,,3,3,5,4,6,12,,3,6,2,,2,3,2,1,3,1,1,1,0.42534208690115344
202301000688,2024-01-18T04:28:44Z,2024-01-18T04:36:10Z,1,1,1,1,,2,2,3,2,3,2,2,4,,,,,,1,2,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,1,2,2,1,2,,,,,,1,1,1,1,1,,,,,,1,,2,,,,,,,,1,,1,3,1,1,1,3,2,2,1,1,1,1,3,3,,,,,,4,,3,3,,1,1,1,2,2,1,3,3,3,4,1,,,,,2,2,1,1,2,2,2,,1,,2,4,4,2,2,1,5,2,3,1,1,4,9,2,1,1,1,5,2,,1,3,5,1,6,9,,3,5,3,2,2,4,1,9,5,1,1,3,0.2956218676380187
202301000689,2024-01-17T19:29:09Z,2024-01-21T19:26:56Z,1,1,2,,1,1,1,1,,,,,,1,2,2,1,1,1,,,,,,,,,,2,3,3,2,2,2,3,2,3,2,2,,,,,,2,1,1,1,2,,,,,,2,2,2,2,2,,1,2,1,1,2,3,3,2,3,,1,2,2,2,3,1,2,2,1,1,,,,,,1,1,1,1,1,,1,4,,2,1,1,1,3,1,3,,,,,,1,1,3,4,3,,,,,,,,,1,4,4,4,2,2,2,5,5,3,1,1,3,5,2,3,1,1,6,2,,4,3,5,4,1,1,1,1,2,3,2,2,3,1,9,3,1,1,3,0.17936058202480432
202301000690,2024-01-18T00:13:26Z,2024-01-18T00:28:25Z,1,1,2,,1,1,1,1,,,,,,1,1,1,1,1,2,,,,,,,,,,2,2,2,2,2,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,1,1,1,,,,,,4,4,4,4,4,,3,4,,1,2,2,2,2,2,1,,,,,,1,1,1,1,3,,,,,,,,,2,3,3,4,2,2,3,4,3,3,3,1,4,9,1,4,1,3,2,2,,1,3,5,1,1,1,2,1,5,3,1,1,2,3,7,4,1,2,2,0.9717357089645398
202301000692,2024-01-17T17:07:11Z,2024-01-18T23:19:56Z,1,1,1,2,,2,1,2,4,4,2,4,4,,,,,,2,1,2,1,2,2,2,1,2,2,,,,,,,,,,2,2,1,2,1,2,1,,,,,,1,1,2,1,1,,,,,,1,,3,,,,,,,,1,,2,2,3,3,3,3,1,1,1,1,1,1,1,4,,,,,,3,,99,4,,1,1,1,3,1,1,1,1,3,1,2,,,,,3,,,,,,,,,1,1,1,1,2,1,1,4,2,2,1,1,1,2,1,4,1,2,4,2,,4,3,5,4,1,12,,3,6,3,1,1,2,3,1,3,1,2,1,0.13437346180893994
