QKEY,INTERVIEW_START_W145,INTERVIEW_END_W145,DEVICE_TYPE_W145,LANG_W145,FORM_W145,ECON_SIT_W145,CHILDREN_BETTEROFF2_W145,SATISFIED_DEMOCRACY_W145,FAV_US_W145,FAV_CHINA_W145,FAV_EU_W145,FAV_UN_W145,FAV_NATO_W145,FAV_RUSSIA_W145,FAV_INDIA_W145,FAV_MEXICO_W145,FAV_BRAZIL_W145,FAV_UK_W145,FAV_GERMANY_W145,FAV_FRANCE_W145,PARTYFAV_REP_W145,PARTYFAV_DEM_W145,CONFID_XI_W145,CONFID_PUTIN_W145,CONFID_MACRON_W145,CONFID_ZELENSKYY_W145,CONFID_NETANYAHU_W145,PROB_RICH_POOR_W145,PROB_GEN_UNEQUAL_W145,PROB_RACEDISCRIM_W145,PROB_RELDISCRIM_W145,PROB_MISINFORMATION_W145,FREE_PRESS_W145,FREE_SPEECH_W145,FREE_INTERNET_W145,FREEDOM_PRESS_W145,FREEDOM_SAY_W145,FREEDOM_INTERNET_W145,INEQUALITY_MERIT_W145,INEQUALITY_OPP_W145,INEQUALITY_DISCRIM_W145,INEQUALITY_AUTOMATION_W145,INEQUALITY_EDU_W145,INEQUALITY_RICH_W145,ECONSYS_REFORM_W145,USDEMOCRACY_EXAMPLE_W145,PREZFP_W145,USRESPECT_IMPORT_W145,LRNGFP_a_W145,LRNGFP_b_W145,LRNGFP_c_W145,LRNGFP_d_W145,LRNGFP_e_W145,LRNGFP_f_W145,LRNGFP_g_W145,LRNGFP_h_W145,LRNGFP_i_W145,LRNGFP_j_W145,LRNGFP_k_W145,LRNGFP_l_W145,LRNGFP_m_W145,LRNGFP_n_W145,LRNGFP_o_W145,LRNGFP_p_W145,LRNGFP_q_W145,LRNGFP_r_W145,LRNGFP_s_W145,LRNGFP_t_W145,LRNGFP_u_W145,LRNGFP_v_W145,US_EURO_SEC_W145,US_EURO_ECON_W145,US_EURO_DEM_W145,GROWINFLU1_CHINA_W145,GROWINFLU1_RUSSIA_W145,GROWINFLU1_INDIA_W145,GROWINFLU1_GERMANY_W145,GROWINFLU1_FRANCE_W145,GROWINFLU1_UK_W145,GROWINFLU1_IRAN_W145,GROWINFLU1_BRAZIL_W145,GROWINFLU1_COUNTRY_W145,GROWINFLU2_NATO_W145,GROWINFLU2_EU_W145,GROWINFLU2_UN_W145,CHINA_US_ENEMY_W145,RUSSIA_US_ENEMY_W145,BRDERJOB_W145,BRDERJOB_MEX_W145,CHINA_INFLU_ECON_W145,CHINA_INFLU_ECON2_W145,CHINA_DISPUTES_W145,NATIONALITY_RELIG_W145,NATIONALITY_BORN_W145,NATIONALITY_LANG_W145,NATIONALITY_CUSTOM_W145,BENEFITORG_NATO_W145,BENEFITORG_UN_W145,BENEFITORG_WHO_W145,UNISGZ_AID_W145,UNISGZ_CEASEFIRE_W145,EU_DEF_SPEND_W145,UKR_SPRT_W145,UKR_NATSEC_W145,UA_CONC_b_W145,UA_CONC_d_W145,SSDO_PRIORITIES_W145,SSDO_PUSH_W145,SSDO_IDEAL_W145,SSDO_DOMINATE_W145,CLASS_W145,CLASS2_W145,NATO_REGION_W145,NATO_FOCUS_W145,NATO_KNOW_W145,NEWSSOCIETY_W145,NEWSCORP_W145,NEWSGOVT_W145,NEWSRESTRICT_W145,NEWSPROTECT_W145,BESTAGE_MARRY_W145,BESTAGE_CHILD_W145,BESTAGE_HOUSE_W145,BESTAGE_RETIRE_W145,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W145
202201027273,2024-04-04T09:48:03Z,2024-04-04T10:09:46Z,1,1,2,2,2,2,1,3,2,2,1,4,99,2,3,1,2,2,4,2,3,4,2,2,3,2,2,1,2,2,2,2,2,2,1,1,3,2,1,1,2,1,3,2,1,2,,,,,,,,,,,,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,3,3,3,3,2,3,1,3,1,2,3,3,3,3,2,1,3,3,2,2,1,1,2,3,3,1,3,1,2,3,2,4,2,4,3,1,4,4,4,2,3,3,2,2,96,25,28,70,1,1,1,2,4,1,2,3,2,,1,2,2,1,1,1,2,1,5,2,,2,4,1,8,4,1,2,2,0.11893369979717283
202201027291,2024-04-02T15:25:28Z,2024-04-02T15:28:53Z,1,1,1,2,2,3,2,3,3,3,1,1,1,2,1,4,99,1,2,2,1,2,4,2,3,2,4,2,2,1,2,2,2,3,1,3,1,2,3,2,2,1,2,2,2,2,2,3,3,2,2,1,2,1,2,2,1,,,,,,,,,,,,2,2,1,2,3,1,3,1,2,1,2,1,2,2,1,2,2,4,2,4,,3,2,3,2,2,2,2,2,3,1,3,3,3,99,5,1,2,4,3,4,,1,2,2,2,5,1,2,1,30,30,35,60,1,4,9,2,1,1,1,5,1,1,1,5,3,1,6,2,2,2,4,2,,2,3,1,5,2,4,1,1,0.721372488308531
202201027402,2024-04-04T11:14:13Z,2024-04-04T12:11:38Z,2,1,2,1,1,3,1,3,1,2,1,4,3,2,3,1,2,1,4,1,3,4,1,1,4,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,3,1,1,1,1,1,2,2,3,2,4,3,2,1,3,2,3,1,1,2,2,3,3,1,2,1,1,1,1,4,1,4,4,,4,4,4,1,2,2,1,2,96,96,96,96,1,1,2,1,2,1,1,5,2,,2,2,2,4,1,1,1,1,4,3,2,2,3,3,7,3,1,2,2,0.25834190795301554
202201027405,2024-04-02T15:55:12Z,2024-04-02T16:07:59Z,2,1,2,2,2,3,3,4,3,3,3,4,4,3,2,3,3,3,2,3,4,4,3,3,3,3,4,4,4,3,1,2,1,2,2,1,1,3,4,2,1,3,3,2,1,2,,,,,,,,,,,,3,3,2,2,2,3,2,3,2,2,3,2,2,2,3,2,3,3,3,3,3,3,2,1,2,3,2,3,4,4,2,2,2,4,3,4,1,3,3,4,3,4,1,1,3,4,4,3,2,3,4,3,1,4,4,4,3,1,1,4,1,25,27,25,55,1,2,3,1,2,1,1,5,2,,1,1,1,1,1,1,2,1,5,3,1,1,2,1,9,3,2,1,3,1.3089089489268486
202201027542,2024-04-02T16:44:47Z,2024-04-02T17:01:02Z,1,1,2,4,2,4,3,2,3,3,2,3,2,3,3,2,2,2,4,2,5,4,5,2,5,1,3,2,2,2,1,1,1,1,1,1,3,1,2,2,1,1,1,3,1,3,,,,,,,,,,,,2,1,2,1,3,2,2,2,2,2,3,2,1,3,1,1,3,3,3,3,3,3,2,3,3,3,2,3,3,5,2,1,5,4,4,1,2,2,2,2,5,5,4,1,2,2,2,1,3,3,3,4,,5,4,3,2,2,2,3,1,96,96,28,96,1,3,5,2,1,1,3,2,1,3,1,2,3,1,2,10,,3,6,2,,2,4,1,3,5,1,1,2,0.40895852155635765
202201027585,2024-04-02T19:58:30Z,2024-04-02T20:15:41Z,3,1,1,3,2,3,3,4,2,3,2,4,3,3,3,2,2,2,2,3,4,4,2,1,3,3,3,3,2,3,1,1,1,1,1,1,1,2,4,4,3,2,3,1,1,2,1,2,3,1,1,1,1,2,2,1,1,,,,,,,,,,,,1,1,1,2,2,2,3,3,3,3,2,3,2,3,2,2,3,4,5,2,2,1,3,4,1,1,2,3,4,2,4,1,2,1,1,1,2,2,1,3,2,,4,4,4,2,3,1,5,1,23,25,35,64,2,2,3,1,3,1,1,5,2,,1,1,1,1,1,2,2,2,3,1,,1,1,3,9,2,2,1,3,1.2879357451296083
202201027661,2024-04-02T15:40:16Z,2024-04-02T17:34:36Z,2,1,2,3,2,3,2,4,3,4,3,4,4,4,3,3,2,3,2,4,4,4,4,3,2,4,4,3,3,3,2,1,1,2,2,2,1,3,4,3,2,3,2,2,2,2,,,,,,,,,,,,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,3,3,3,3,1,3,2,2,3,3,2,2,3,4,2,2,3,4,2,1,1,3,3,3,4,4,2,1,2,3,2,2,4,1,4,4,,4,1,5,2,1,1,3,1,21,25,35,70,2,2,4,3,2,1,1,6,2,,3,2,2,4,1,1,1,1,2,3,1,1,1,3,5,1,1,2,2,0.7598331410142457
202201028201,2024-04-02T16:01:17Z,2024-04-02T16:33:10Z,2,1,1,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,5,4,5,5,1,1,1,1,1,2,2,2,1,1,2,2,3,1,1,3,1,1,1,3,1,2,2,2,1,2,2,2,2,2,1,2,2,,,,,,,,,,,,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,2,5,4,4,4,4,4,4,4,5,1,4,4,3,5,5,1,4,1,4,4,,5,5,5,1,5,5,5,1,36,33,36,97,1,3,5,2,2,1,2,4,2,,1,2,2,1,2,12,,3,6,3,2,2,4,3,6,4,1,2,2,0.29959346645366763
202201028347,2024-04-02T15:29:30Z,2024-04-02T21:37:54Z,2,1,2,1,2,3,4,3,2,2,2,3,3,2,3,2,2,2,4,2,4,4,2,1,4,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,,,,,,,,,,,,2,2,2,2,1,2,2,2,3,1,3,2,2,2,1,3,3,1,3,2,3,3,2,3,3,1,3,3,2,2,2,2,1,4,4,2,4,2,2,2,4,4,2,2,3,1,1,1,4,2,3,4,,4,4,4,1,1,1,2,2,96,97,96,96,1,4,9,1,2,1,1,5,2,,1,1,1,1,1,12,,3,6,2,,2,4,1,2,4,2,1,1,1.1569266527144342
202201028580,2024-04-04T15:27:00Z,2024-04-04T16:05:19Z,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,3,4,2,1,2,1,2,2,1,1,,,,,,,,,,,,1,1,2,1,1,2,1,2,1,2,3,1,1,2,1,1,3,3,3,3,3,1,3,3,3,3,2,2,2,5,3,2,2,4,4,1,1,3,3,3,5,5,4,4,3,4,4,2,2,2,4,3,1,4,4,4,2,5,5,3,2,96,20,96,96,1,3,5,1,4,2,2,3,2,,4,3,5,4,1,6,,4,5,2,,2,3,1,5,3,3,2,1,0.1501703134664087
202201028683,2024-04-02T16:07:54Z,2024-04-02T16:19:36Z,2,1,2,4,2,4,3,2,3,3,3,4,3,3,3,3,3,3,4,2,3,3,5,3,3,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,2,1,2,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,2,1,1,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,5,2,2,2,2,1,1,1,3,3,3,5,5,4,4,2,4,3,2,4,1,4,4,,5,5,5,2,1,2,1,2,96,96,96,96,1,3,6,1,2,2,2,3,2,,1,2,2,1,1,1,1,1,5,2,,2,3,1,6,3,1,1,2,1.7683298443024837
202201028768,2024-04-02T21:05:57Z,2024-04-04T12:16:23Z,2,1,1,4,2,3,3,3,2,2,99,4,99,99,99,99,99,99,4,2,4,4,2,1,4,1,1,1,3,2,1,1,1,2,2,2,3,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,,,,,,,,,,,,2,2,2,1,1,1,3,1,2,3,1,2,2,2,2,2,3,4,5,2,99,3,4,3,2,2,1,1,1,3,3,4,2,1,1,2,2,4,1,4,5,,4,1,4,1,2,3,3,2,96,96,96,96,1,4,8,2,1,3,1,5,2,,1,1,1,1,1,12,,3,6,4,2,2,4,1,99,5,1,2,99,1.9255251392126758
202201028811,2024-04-02T20:45:28Z,2024-04-02T21:08:19Z,2,1,2,4,2,4,3,4,2,2,2,4,3,3,2,2,2,2,3,3,4,4,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,3,2,3,3,2,3,1,1,1,,,,,,,,,,,,3,2,2,2,2,3,2,2,2,2,2,2,2,3,1,3,1,3,3,3,1,3,3,3,3,3,2,3,4,4,1,2,2,4,3,1,2,1,1,1,4,4,1,3,3,2,1,1,4,1,4,3,1,4,4,4,1,1,1,4,2,96,96,25,62,1,1,2,1,3,1,3,2,2,,1,2,2,1,4,1,1,1,5,2,,2,3,1,6,3,1,2,2,0.1659780254665635
202201028835,2024-04-02T15:51:26Z,2024-04-02T19:15:30Z,2,1,2,3,1,3,2,4,3,3,4,3,4,4,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,1,3,1,3,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,2,3,3,2,4,3,3,3,2,35,21,30,96,2,3,6,1,1,2,2,4,2,,1,2,2,1,2,1,2,1,4,4,2,2,3,2,1,2,3,2,99,2.3702724432152418
202201029199,2024-04-02T18:29:27Z,2024-04-02T18:40:43Z,2,1,2,4,2,3,2,2,2,2,2,3,3,3,2,1,2,1,3,3,5,5,5,5,5,2,3,1,3,1,4,2,4,2,2,2,2,1,4,2,2,1,1,2,1,2,,,,,,,,,,,,2,1,2,1,2,2,2,1,2,2,2,1,1,3,2,2,3,2,2,2,2,2,2,2,2,2,1,2,4,4,2,1,2,4,1,1,2,2,1,1,5,5,1,4,2,4,3,1,4,1,4,5,,5,5,5,5,1,1,3,2,25,25,25,60,1,3,5,3,2,2,3,2,1,2,1,1,3,1,2,12,,3,5,3,1,1,2,3,3,4,1,2,1,1.5663706458874804
202201029257,2024-04-02T17:18:11Z,2024-04-02T17:51:21Z,2,1,1,2,1,3,2,3,4,3,3,3,3,3,3,3,3,3,2,2,5,5,5,5,5,3,4,3,4,3,2,3,3,1,2,1,4,2,3,3,1,4,4,1,2,1,1,1,1,2,3,3,1,3,3,2,1,,,,,,,,,,,,2,2,2,3,3,3,1,3,3,3,3,3,3,3,3,2,2,2,2,2,1,3,4,1,1,3,4,3,4,5,5,4,4,2,5,5,2,1,4,4,3,3,5,5,5,2,5,5,5,2,18,18,96,62,1,3,6,2,3,1,2,3,2,,1,2,2,1,6,1,2,1,6,4,99,9,9,1,1,2,3,2,1,0.1122309996308469
202201029421,2024-04-02T15:29:28Z,2024-04-02T15:50:15Z,2,1,2,2,1,3,2,2,2,3,3,3,4,4,3,3,4,2,3,3,3,3,3,4,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,2,2,2,5,5,4,4,2,5,5,4,4,4,4,4,,5,99,99,99,3,3,3,2,25,25,25,60,1,3,5,99,2,1,1,6,99,,2,2,2,4,1,1,99,1,2,4,2,2,3,1,9,1,3,1,2,0.16286305042546906
202201029619,2024-04-06T13:00:09Z,2024-04-06T13:19:21Z,2,1,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,,4,1,1,1,3,4,4,4,5,5,4,4,3,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,2,25,20,21,55,1,2,4,3,2,2,3,2,2,,1,4,4,1,2,1,1,1,5,1,,1,2,1,1,3,1,1,1,0.9336213533113553
202201029645,2024-04-02T21:03:31Z,2024-04-02T21:21:29Z,1,1,1,2,2,2,2,4,2,2,2,4,3,3,2,2,2,2,4,2,4,4,2,2,3,1,2,2,1,2,1,2,2,1,1,1,3,2,2,3,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,,,,,,,,,,,,2,2,1,3,2,3,3,3,3,3,3,2,3,3,2,3,3,4,4,2,2,2,4,3,2,2,2,2,2,2,3,1,3,1,3,3,1,4,1,4,4,,5,4,4,1,2,2,2,2,30,30,96,96,1,1,2,1,4,2,2,4,2,,1,2,2,1,2,10,,3,5,2,,2,4,1,9,4,2,2,2,1.0048490815752325
202201029842,2024-04-02T15:40:43Z,2024-04-02T16:11:13Z,2,1,2,2,1,3,1,3,2,2,3,3,3,1,1,2,2,2,2,3,4,4,5,4,4,2,4,2,2,2,1,1,1,2,2,1,4,1,1,4,1,2,2,2,1,1,,,,,,,,,,,,2,1,1,1,1,2,1,2,3,3,2,1,1,1,1,1,2,2,2,2,1,2,1,3,1,1,2,3,4,4,1,2,4,4,4,2,2,4,1,4,4,4,1,1,2,1,1,2,3,1,2,2,,3,4,5,1,2,2,3,2,30,27,25,41,1,1,2,2,2,1,2,4,1,4,1,2,3,1,1,2,2,2,5,1,,1,1,1,9,2,1,2,2,0.23962155884355163
202201030057,2024-04-05T18:37:08Z,2024-04-05T18:50:43Z,2,1,1,2,2,2,2,3,1,2,2,4,2,2,2,2,2,2,3,2,3,4,2,2,3,1,1,1,1,1,1,1,2,1,2,2,3,1,1,2,1,1,2,3,2,2,2,2,1,2,3,2,2,1,1,2,1,,,,,,,,,,,,1,2,3,1,1,1,3,1,2,3,3,2,3,1,3,3,3,3,4,2,2,2,4,4,4,4,1,1,1,2,3,4,2,2,2,2,1,4,2,4,3,1,5,5,5,1,2,2,2,2,96,96,96,96,1,3,5,2,1,2,1,5,2,,1,2,2,1,6,12,,3,3,2,,2,4,1,7,5,1,1,2,1.8549883836215697
202201030062,2024-04-04T08:31:48Z,2024-04-04T14:38:55Z,2,1,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,1,1,1,2,2,2,2,2,3,1,2,2,3,1,2,2,1,1,2,1,1,1,1,3,1,1,1,,,,,,,,,,,,1,1,1,1,1,3,3,3,3,3,1,3,3,3,1,2,3,3,5,2,2,5,3,4,3,2,2,2,2,5,5,4,4,1,1,4,3,3,2,4,3,2,5,5,5,1,5,5,4,1,96,96,96,96,1,1,2,1,1,1,2,3,2,,1,2,2,1,6,1,1,1,1,4,1,1,1,2,5,2,4,2,2,2.5216145560215626
202201030242,2024-04-06T23:01:22Z,2024-04-06T23:12:27Z,2,1,1,2,1,2,2,3,2,1,1,1,3,3,2,2,2,2,4,1,4,4,1,1,4,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,3,2,1,2,2,2,2,2,2,1,2,2,1,2,1,,,,,,,,,,,,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,3,3,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2,3,2,1,1,2,3,2,1,3,5,2,2,2,3,1,96,96,96,96,1,2,3,2,3,1,2,3,2,,1,2,2,1,1,1,1,1,6,2,,2,4,1,1,5,1,2,1,0.10956236349754844
202201030295,2024-04-06T22:19:31Z,2024-04-06T22:28:12Z,2,1,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,3,5,5,5,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,1,3,1,1,2,2,2,2,2,2,1,2,2,1,2,,,,,,,,,,,,1,2,2,1,2,2,2,3,2,2,2,2,3,2,3,2,3,4,3,3,2,2,3,2,1,2,2,2,2,4,5,3,4,3,3,3,2,3,3,3,3,2,5,5,5,3,2,4,3,1,96,96,96,50,1,2,3,1,2,1,1,5,2,,1,2,2,1,6,12,,3,5,2,,2,3,1,6,3,1,2,2,0.07278203534666408
202201030380,2024-04-03T16:52:47Z,2024-04-03T17:31:05Z,1,1,1,2,1,2,1,2,2,2,1,4,2,3,3,2,2,2,3,1,3,4,2,1,3,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,,,,,,,,,,,,2,1,2,1,2,1,3,3,1,3,3,1,3,3,3,2,3,2,3,2,2,2,3,3,2,2,1,1,1,2,2,1,3,1,2,2,2,3,2,4,4,,5,2,3,2,1,1,2,2,30,30,30,70,1,1,2,1,4,1,2,3,2,,1,2,2,1,3,1,2,1,4,2,,2,3,1,1,2,2,2,1,0.05434316925204812
202201030581,2024-04-02T23:05:22Z,2024-04-02T23:19:38Z,1,1,1,3,2,3,3,3,3,3,3,4,3,2,2,4,2,3,4,3,3,4,3,3,4,1,2,1,2,1,2,2,1,1,1,1,3,1,1,2,1,1,2,2,1,1,2,3,2,2,3,2,2,1,3,2,1,,,,,,,,,,,,2,1,2,1,1,1,3,3,2,1,1,2,2,2,2,2,3,3,3,2,2,2,4,3,3,4,3,3,1,3,4,1,1,1,2,2,2,4,1,4,3,1,4,4,4,1,1,1,3,2,35,30,35,65,1,1,2,1,2,1,1,5,2,,1,2,2,1,6,1,2,1,4,2,,2,4,1,9,4,1,1,3,0.06523797447884144
202201030607,2024-04-02T17:17:21Z,2024-04-02T17:32:18Z,2,1,1,2,1,3,1,2,2,2,2,4,2,2,2,1,2,2,3,1,3,4,2,2,3,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,,,,,,,,,,,,1,1,1,1,2,2,2,1,1,99,1,1,1,2,1,2,3,3,3,2,2,3,3,2,2,3,1,1,1,2,3,1,2,1,2,3,1,4,1,3,3,2,4,4,5,1,2,2,1,2,25,25,25,63,1,3,5,1,3,1,2,3,2,,1,2,2,1,3,1,1,1,2,2,,2,4,1,2,4,2,2,2,0.08308926640803226
202201030667,2024-04-02T17:19:56Z,2024-04-02T18:26:30Z,2,1,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,2,1,2,1,1,2,2,2,2,2,1,1,1,3,1,1,1,2,1,3,,,,,,,,,,,,1,2,2,2,3,2,2,2,3,2,3,2,2,2,1,3,1,3,2,3,2,2,2,2,2,2,2,3,3,5,1,2,99,4,4,3,2,1,1,1,2,3,4,4,3,3,2,1,4,2,4,5,,4,5,4,1,1,3,3,2,29,96,35,70,1,1,2,1,1,1,2,3,2,,2,2,2,4,6,1,1,1,1,3,2,2,3,1,2,3,1,2,1,2.386093525341527
202201030672,2024-04-02T20:02:54Z,2024-04-02T20:14:29Z,2,1,2,3,2,3,3,4,2,3,2,3,4,4,2,3,2,3,4,4,4,4,3,3,4,1,3,2,4,3,1,1,1,1,1,1,3,1,2,3,3,1,2,2,1,2,,,,,,,,,,,,1,1,2,1,2,3,2,3,3,3,2,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,2,4,4,2,2,4,4,1,1,3,2,3,3,3,4,1,1,3,5,5,1,4,1,4,3,2,4,4,5,1,1,1,5,2,96,32,35,60,1,3,5,2,2,1,3,2,2,,1,2,2,1,6,12,,3,6,3,1,1,2,1,3,3,1,2,2,0.23486652048006584
202201030683,2024-04-07T00:07:45Z,2024-04-07T00:36:36Z,2,1,2,3,2,4,3,3,3,3,4,4,3,3,3,3,3,3,3,2,4,4,4,4,3,1,2,2,2,2,3,3,2,3,2,2,2,1,2,1,1,1,1,2,1,2,,,,,,,,,,,,3,3,2,2,2,2,2,3,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,1,3,1,2,1,3,4,4,4,4,5,4,4,2,1,1,2,1,3,3,3,3,5,5,5,2,5,5,3,1,97,96,96,96,2,3,6,1,1,2,2,3,1,99,1,2,3,1,2,1,1,1,3,99,2,2,3,1,1,3,1,2,1,1.7436000657514419
202201031083,2024-04-02T17:07:19Z,2024-04-02T17:22:32Z,2,1,2,3,2,3,2,3,3,2,2,4,3,3,2,3,2,3,3,2,4,4,5,2,3,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,,,,,,,,,,,,2,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,3,3,3,1,1,3,1,2,2,1,2,3,4,4,1,1,1,3,1,2,1,1,1,1,3,3,1,3,1,1,1,1,3,1,3,5,,4,4,5,3,2,2,5,1,25,27,35,60,1,3,5,1,3,1,2,4,2,,1,2,2,1,1,1,1,1,6,2,,2,3,1,1,3,5,2,1,0.5747907465838051
202201031097,2024-04-02T19:10:05Z,2024-04-02T19:15:49Z,2,1,2,4,2,3,3,1,2,3,4,4,2,3,4,3,4,2,3,3,2,5,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,1,3,,,,,,,,,,,,3,2,2,2,2,2,2,2,1,1,2,2,4,2,1,3,3,3,3,3,3,3,2,1,1,1,2,2,3,4,2,2,3,1,1,1,3,4,1,1,5,3,4,4,2,5,5,1,1,4,3,5,,3,5,5,3,3,4,5,2,30,21,30,50,1,3,5,2,3,1,2,4,2,,4,3,5,2,6,6,,4,5,4,2,2,3,3,1,3,3,1,1,0.3148539400205038
202201031145,2024-04-02T15:46:07Z,2024-04-02T16:35:35Z,2,1,2,2,1,3,1,2,3,2,2,3,2,2,2,2,3,2,3,1,4,4,4,4,4,3,1,2,1,2,1,2,2,1,2,2,1,2,3,1,2,2,2,1,1,3,,,,,,,,,,,,2,3,2,2,2,1,2,3,1,1,1,2,1,1,99,1,3,2,2,1,3,2,1,1,3,2,2,2,2,2,2,2,3,1,1,1,3,2,1,1,1,2,1,3,2,2,2,3,3,2,2,2,,3,1,3,5,1,3,3,2,96,96,96,96,1,3,5,1,1,1,3,2,2,,1,2,2,1,3,1,2,1,4,2,,2,3,1,1,2,1,1,2,1.1973824854080182
202201031409,2024-04-04T21:57:38Z,2024-04-05T06:51:48Z,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,3,3,3,3,2,2,2,4,3,3,2,3,2,1,3,2,2,3,1,1,2,,,,,,,,,,,,2,2,2,1,2,1,2,2,2,3,2,4,3,2,3,1,2,3,1,3,3,3,2,3,1,3,2,2,3,3,3,2,3,2,4,3,3,3,4,3,2,4,3,3,1,3,3,3,3,3,3,4,,3,1,2,2,3,3,2,1,97,13,96,97,1,1,2,1,1,1,3,1,2,,1,2,2,1,2,5,,4,2,2,,2,3,3,2,2,4,1,1,1.8070070891541994
202201031764,2024-04-02T19:08:55Z,2024-04-02T19:58:54Z,2,1,1,4,2,2,1,1,2,2,2,3,2,3,2,2,2,2,1,3,1,3,2,1,1,1,4,1,1,1,1,2,1,4,2,1,1,1,4,4,1,2,1,2,1,1,1,1,2,2,2,2,1,3,1,1,1,,,,,,,,,,,,1,2,2,1,1,1,1,1,1,1,1,1,3,3,3,1,1,4,3,2,1,5,1,1,1,1,2,2,2,1,2,1,3,2,1,1,2,4,2,1,5,,5,5,5,5,5,1,1,1,,96,45,63,1,1,2,1,2,1,3,1,2,,4,2,2,3,3,2,2,2,5,4,2,2,3,1,3,3,3,2,2,0.7798103195046087
202201031788,2024-04-02T15:22:20Z,2024-04-02T15:26:38Z,2,1,1,2,1,2,2,1,2,2,3,2,2,99,2,2,1,2,2,1,1,3,3,3,1,2,2,2,1,2,2,1,2,2,1,1,2,3,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,2,1,2,,,,,,,,,,,,2,1,2,2,1,3,2,1,1,1,2,1,2,2,1,2,2,4,2,3,1,2,1,2,2,2,1,2,2,2,2,3,2,3,3,1,1,3,2,3,2,,1,2,3,3,1,2,3,2,96,,96,96,1,2,3,2,1,1,3,1,2,,99,2,2,3,3,3,1,4,2,2,,2,3,3,1,2,4,1,99,2.7583927798972425
