QKEY,INTERVIEW_START_W139,INTERVIEW_END_W139,DEVICE_TYPE_W139,LANG_W139,FORM_W139,XPARTYSUMFINAL_W139,XREG_W139,SATIS_W139,POL1JB_W139,POL1JBSTR_W139,INSTFAV_a_W139,INSTFAV_b_W139,INSTFAV_c_W139,INSTFAV_FED_W139,INSTFAV_STAT_W139,INSTFAV_LOC_W139,JBCONF_ECON_W139,JBCONF_CRIS_W139,JBCONF_IMMI_W139,JBCONF_CONG_W139,JBCONF_CLSR_W139,ISGZ_BDN_W139,REPFIELD_W139,REPNOMOE_CODED_W139,PRICANDSAT_R_DT_W139,PRICANDSAT_R_RDS_W139,PRICANDSAT_R_CC_W139,PRICANDSAT_R_VR_W139,PRICANDSAT_R_NH_W139,REPDEALFGHT_W139,PRMRYSYT_W139,REPPRI_FCS_W139,REPPRIMINT_W139,REPPRIMCOMP_W139,UKRFOL_W139,JB_RUSUKR_APP_W139,UKR_SPRT_W139,RU_UKN_THRT2_W139,PARTYTRAITH2H_FED_W139,PARTYTRAITH2H_WORK_W139,PARTYTRAITH2H_PLM_W139,PARTYTRAITH2H_SEL_W139,PARTYTRAITH2H_HON_W139,PARTYTRAITH2H_UNI_W139,PARTYTRAITH2H_LEAD_W139,PARTYTRAITH2H_MID_W139,ISGZ_FOL_W139,ISGZ_RESPNSBL_ISRGOV_W139,ISGZ_RESPNSBL_HMS_W139,ISGZ_RESPNSBL_ISRPPL_W139,ISGZ_RESPNSBL_PLS_W139,ISGZ_RESPNS_W139,BIDEN_FAVORISRPAL_W139,ISGZ_CONC_BIG_W139,ISGZ_CONC_TERR_W139,ISGZ_CONC_RSLV_W139,ISGZ_CONC_VLC_JW_W139,ISGZ_CONC_VLC_MSLM_W139,COEX_W139,COLGJOB_W139,COLGIMP_W139,EDUCJOB_W139,DEGRCOST_W139,NDEGRJOB_W139,DTREPPTY_W139,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W139
202201051837,2023-11-28T15:56:20Z,2023-11-28T16:08:32Z,1,1,1,2,1,1,1,1,4,1,3,,,,1,1,1,2,2,1,4,,,,,,,,,2,2,2,3,2,3,2,2,2,2,2,,,,,2,1,1,3,3,,1,4,2,3,1,1,1,3,2,5,2,2,,1,3,5,3,3,2,2,3,2,,1,1,1,1,6,12,,3,6,2,,2,4,1,2,4,2,2,2,1.0790429981391205
202201051852,2023-11-28T22:57:52Z,2023-11-28T23:00:51Z,1,1,1,2,1,2,1,2,4,2,3,,,,1,2,2,3,3,5,3,,,,,,,,,2,2,2,3,2,3,2,2,2,2,2,,,,,4,2,1,99,5,,3,2,3,4,2,2,2,3,1,4,2,4,,1,3,7,2,2,1,2,3,2,,4,2,2,4,1,11,,4,6,2,,2,4,1,6,4,1,2,2,0.3505858784392422
202201051940,2023-12-02T11:22:31Z,2023-12-02T11:29:37Z,2,1,1,2,2,1,1,1,2,2,2,,,,1,1,1,1,1,1,2,,,,,,,,,2,2,2,2,1,3,1,2,2,2,2,,,,,1,2,1,3,3,,3,3,4,3,2,4,1,1,1,1,1,2,,1,2,3,1,2,1,1,6,2,,2,2,2,4,1,2,2,2,2,4,2,2,3,3,4,3,1,1,2,0.26739621966027277
202201051982,2023-12-02T18:06:30Z,2023-12-02T18:11:05Z,2,1,2,2,2,2,2,1,,,,4,4,2,4,4,3,4,4,4,4,,,,,,,,,2,2,2,4,3,1,2,,,,,3,3,3,3,4,1,1,3,3,1,,1,2,2,3,2,1,4,2,5,3,2,,1,2,3,2,1,2,2,4,2,,1,1,1,1,2,10,,3,6,3,2,2,3,3,2,3,1,2,1,1.422826011247719
202201052158,2023-11-28T19:54:27Z,2023-11-28T20:00:50Z,2,1,1,2,1,2,1,2,3,2,3,,,,2,3,2,3,3,3,4,,,,,,,,,2,2,2,3,1,2,1,2,3,2,3,,,,,4,2,1,2,2,,1,3,2,3,3,3,1,4,2,3,3,3,,1,4,9,1,4,1,2,4,2,,1,2,2,1,4,10,,3,5,4,2,2,4,1,3,4,1,2,2,0.06884206322941173
202201052227,2023-12-01T11:07:44Z,2023-12-02T11:27:10Z,2,1,1,2,2,2,2,2,2,2,1,,,,3,3,4,3,4,3,3,,,,,,,,,2,2,2,2,3,2,2,2,2,1,2,,,,,2,1,2,3,3,,4,2,2,2,2,2,1,4,1,2,2,2,,1,2,3,2,1,2,2,4,1,1,1,1,3,1,6,2,2,2,2,2,,2,3,3,3,2,1,1,1,0.6610814856100007
202201052326,2023-11-28T20:22:27Z,2023-11-28T20:25:26Z,2,1,1,2,1,2,1,1,4,2,3,,,,2,1,2,3,3,2,4,,,,,,,,,2,2,2,3,1,3,2,2,2,2,2,,,,,4,1,1,2,2,,3,2,3,3,2,2,1,4,2,1,1,3,,1,2,3,1,1,1,1,5,2,,1,1,1,1,6,10,,3,5,2,,2,4,1,6,5,1,2,2,1.1989477725811266
202201052400,2023-11-29T14:20:34Z,2023-11-29T14:31:57Z,2,1,1,1,1,2,2,1,1,4,99,,,,4,4,4,4,4,99,1,99,1,5,5,5,5,2,1,1,1,2,5,4,2,1,2,1,1,1,,,,,5,1,1,1,1,,1,1,1,2,5,5,2,3,1,3,3,3,3,1,2,3,2,2,1,2,3,2,,1,2,2,1,6,1,2,1,5,4,1,1,2,1,1,3,2,2,1,0.2043809257591518
202201052438,2023-11-28T16:21:03Z,2023-11-28T16:31:32Z,2,1,2,1,2,2,2,1,,,,3,3,3,3,3,3,2,3,3,3,4,,,,,,1,3,2,2,1,3,3,1,2,,,,,3,3,3,3,4,5,5,5,5,4,,4,4,3,3,3,1,4,1,5,2,5,2,1,3,6,2,1,2,1,5,2,,1,1,1,1,1,12,,3,6,3,1,1,1,3,5,2,1,2,2,0.254791471922835
202201052448,2023-11-28T15:25:37Z,2023-11-28T15:30:01Z,2,1,1,1,1,2,2,1,2,3,2,,,,3,4,2,3,4,3,2,95,3,1,5,5,5,1,2,1,2,1,3,3,2,1,1,3,1,1,,,,,3,2,1,2,2,,4,2,1,1,1,1,1,3,1,1,2,3,4,2,3,5,3,2,2,1,5,2,,1,4,4,1,1,1,2,1,5,1,,1,2,1,7,3,1,1,2,1.164747232557898
202201052679,2023-11-28T15:51:09Z,2023-11-28T15:59:05Z,2,1,1,2,1,2,1,2,4,2,3,,,,3,2,2,3,3,5,3,,,,,,,,,2,1,1,4,5,3,1,2,2,3,3,,,,,3,1,1,3,3,,1,2,3,2,3,2,2,4,2,3,2,2,,1,3,5,2,1,2,1,5,2,,1,1,1,1,6,10,,3,4,2,,2,4,1,7,4,1,1,2,1.0386395600874017
202201052745,2023-11-28T17:25:25Z,2023-11-28T17:31:00Z,2,1,1,1,1,2,2,1,2,4,3,,,,4,4,4,4,4,5,2,3,3,1,4,3,3,2,2,1,2,2,3,4,1,2,1,3,1,3,,,,,4,1,1,5,5,,4,3,2,2,2,2,1,3,2,3,2,3,2,1,2,4,2,1,2,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,7,2,1,2,2,0.42643967301656116
202201052804,2023-12-03T23:30:24Z,2023-12-03T23:36:00Z,1,1,1,2,1,1,1,1,4,1,2,,,,2,1,2,1,1,5,4,,,,,,,,,2,2,2,1,1,2,1,2,2,2,2,,,,,4,5,5,5,5,,4,1,1,1,1,1,1,5,2,3,3,1,,1,1,2,1,2,1,3,2,2,,1,2,2,1,3,6,,4,4,3,2,2,4,1,2,5,1,1,1,0.34174271373774345
202201052859,2023-11-28T15:32:23Z,2023-11-28T15:33:27Z,2,1,1,2,2,2,2,2,3,2,2,,,,1,3,2,3,4,4,2,,,,,,,,,1,1,2,3,3,3,3,1,2,2,2,,,,,4,3,2,1,3,,1,2,3,5,1,4,1,2,1,3,2,3,,1,3,5,2,1,2,1,6,2,,99,3,5,2,5,3,2,4,3,2,,2,3,2,3,3,4,1,99,0.8034456556905062
202201053164,2023-11-28T17:08:10Z,2023-11-28T17:13:17Z,2,1,2,2,1,1,1,1,,,,3,2,3,1,1,1,1,1,2,4,,,,,,,,,2,1,2,2,1,2,1,,,,,2,2,2,2,2,2,1,3,2,3,,2,3,2,2,3,1,3,1,4,2,4,,1,4,9,2,3,1,1,5,2,,1,1,1,1,3,12,,3,6,2,,2,4,1,9,4,1,2,2,1.0666480226286323
202201053298,2023-11-28T15:29:03Z,2023-11-28T15:53:36Z,2,1,1,2,1,2,2,2,4,2,3,,,,4,3,2,2,3,4,4,,,,,,,,,2,2,1,4,3,1,2,3,3,2,2,,,,,4,1,5,2,2,,1,2,2,2,2,2,2,4,2,5,2,2,,1,4,8,1,1,2,2,4,1,1,1,1,3,1,1,2,2,2,5,2,,2,4,1,4,4,1,2,1,0.8747611988472987
202201053310,2023-11-28T16:06:42Z,2023-11-28T16:22:59Z,2,1,2,2,1,1,1,1,,,,2,2,2,1,1,1,1,1,2,4,,,,,,,,,2,2,2,3,2,3,2,,,,,2,2,2,2,3,2,1,3,3,3,,3,3,3,2,3,1,4,2,3,2,3,,1,3,5,2,4,2,3,2,2,,1,2,2,1,3,1,1,1,4,2,,2,3,1,1,1,1,2,1,1.142022285769557
202201053326,2023-11-28T15:46:22Z,2023-11-28T15:50:33Z,2,1,2,2,1,2,2,2,,,,4,4,4,4,4,4,4,4,1,4,,,,,,,,,2,2,1,3,1,1,1,,,,,2,2,3,2,3,1,2,1,2,1,,1,1,1,1,5,2,5,2,4,2,3,,1,3,5,1,1,1,3,2,2,,1,2,2,1,6,11,,4,6,2,,2,4,1,2,5,1,1,1,0.6977193722241386
202201053328,2023-11-28T23:21:05Z,2023-11-28T23:28:40Z,2,1,2,1,1,2,2,1,,,,3,3,3,4,4,4,4,4,4,4,97,2,4,5,5,5,1,3,2,2,2,3,4,4,3,,,,,3,3,3,3,3,3,3,3,3,1,,4,3,4,4,3,2,4,2,3,3,4,3,1,3,5,1,2,1,3,2,2,,1,2,2,1,6,12,,3,5,4,1,1,2,1,2,3,1,2,1,0.7776739387266127
202201053422,2023-12-02T05:53:54Z,2023-12-02T07:32:58Z,1,1,2,2,1,1,1,1,,,,1,1,1,1,2,1,1,2,4,4,,,,,,,,,2,2,2,2,4,1,2,,,,,2,2,2,2,2,1,1,2,2,1,,2,5,2,5,5,2,4,2,4,3,3,,1,3,5,2,2,1,1,5,2,,3,2,2,4,1,1,2,1,5,3,2,2,3,1,9,3,1,2,2,0.16785211761695776
202201053542,2023-12-01T07:32:33Z,2023-12-01T07:40:06Z,1,1,1,2,1,1,1,1,2,2,2,,,,1,2,1,2,2,1,3,,,,,,,,,2,1,1,3,1,3,4,2,2,2,3,,,,,3,5,1,3,2,,3,4,3,4,3,3,1,2,3,1,2,3,,1,4,9,1,4,2,1,6,2,,1,2,2,1,5,1,1,1,5,2,,2,3,1,9,3,2,1,2,1.582875946140113
202201053556,2023-11-28T18:17:53Z,2023-11-28T18:22:16Z,2,1,2,2,1,1,2,2,,,,2,2,3,2,2,2,2,3,3,3,,,,,,,,,2,2,1,4,3,2,1,,,,,2,3,3,2,3,1,1,3,3,1,,2,3,3,3,2,1,1,1,2,1,3,,1,1,2,2,1,2,3,2,1,2,1,1,3,1,6,10,,3,6,2,,2,4,1,9,4,2,2,2,2.248218868491447
202201053662,2023-11-28T15:41:14Z,2023-11-28T15:50:59Z,2,1,2,1,1,2,2,1,,,,4,1,3,3,3,4,3,4,4,3,8,1,2,3,3,2,1,1,1,2,2,2,4,1,1,,,,,1,1,1,1,3,2,1,2,1,1,,2,1,1,1,1,1,3,1,2,1,3,1,1,3,5,2,3,1,3,2,1,2,1,1,3,1,3,2,1,2,5,1,,1,2,1,1,3,1,2,1,0.3167632037917126
202201053831,2023-11-30T14:05:14Z,2023-11-30T14:38:19Z,2,1,1,2,1,2,1,1,3,1,2,,,,1,1,1,2,2,2,4,,,,,,,,,2,1,2,3,1,3,1,2,2,2,2,,,,,3,2,1,2,2,,3,3,4,3,2,2,1,3,3,2,3,3,,1,1,2,1,4,1,2,3,2,,1,2,2,1,1,6,,4,4,2,,2,4,1,3,4,2,1,2,0.07585814256591411
202201053913,2023-11-28T16:31:53Z,2023-11-28T16:44:06Z,2,1,1,2,1,2,1,1,4,2,4,,,,1,1,2,1,1,2,4,,,,,,,,,2,2,2,1,1,2,1,2,2,2,2,,,,,1,3,1,3,3,,3,1,1,1,1,1,1,4,2,3,2,1,,1,3,7,3,4,2,2,3,2,,1,1,1,1,1,1,1,1,5,2,,2,3,1,5,3,1,2,2,1.28045335558924
202201053958,2023-12-01T03:00:27Z,2023-12-01T03:05:51Z,1,1,1,2,1,2,2,1,3,2,3,,,,2,3,2,2,3,4,4,,,,,,,,,2,2,2,4,3,3,2,2,2,2,2,,,,,3,1,2,1,2,,1,3,4,4,4,4,1,3,2,3,2,3,,1,3,7,1,3,1,2,3,2,,1,2,2,1,1,12,,3,5,3,2,2,3,1,9,3,1,2,3,0.10063198471028824
202201054155,2023-11-28T23:08:41Z,2023-11-28T23:28:11Z,2,1,1,9,1,2,2,1,4,4,4,,,,4,4,4,4,4,5,4,97,3,4,4,4,4,1,4,2,2,2,4,5,4,1,3,3,3,3,,,,,3,1,1,3,3,,4,4,3,3,3,5,2,3,1,1,1,4,4,1,3,5,2,2,2,1,5,2,,1,2,2,1,1,1,1,1,5,3,99,9,9,1,7,3,1,2,2,1.0577817988146807
202201054267,2023-11-28T15:23:45Z,2023-11-28T15:32:44Z,2,1,1,1,2,1,1,1,2,2,2,,,,1,1,1,1,1,5,1,8,,,,,,1,1,1,1,1,4,3,4,4,3,3,3,3,,,,,5,5,5,5,99,,4,5,5,5,5,5,1,3,2,2,2,1,1,1,2,3,1,2,1,3,2,2,,1,2,2,1,6,1,1,1,5,3,1,1,2,3,1,3,1,2,1,1.058682020496294
202301000004,2023-11-29T14:32:22Z,2023-11-29T14:44:15Z,2,1,1,2,1,2,1,2,4,2,3,,,,2,2,2,2,3,3,4,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,,,,,2,1,1,1,2,,1,2,3,2,1,1,2,2,3,3,2,2,,1,1,2,1,4,3,2,3,2,,1,3,5,1,6,7,,4,6,2,,2,4,1,2,5,2,2,2,0.07916164357370178
202301000005,2023-11-28T16:31:12Z,2023-11-28T17:04:38Z,2,1,2,2,2,1,2,2,,,,4,3,3,3,4,1,2,3,3,3,,,,,,,,,1,2,1,3,1,2,2,,,,,2,3,3,2,3,1,2,2,3,4,,3,2,2,3,4,1,2,3,1,1,3,,1,1,1,1,1,3,1,6,2,,2,3,5,4,2,12,,3,6,3,2,2,4,3,7,4,1,1,2,0.6928347440686375
202301000008,2023-12-01T14:08:48Z,2023-12-01T14:12:48Z,1,1,2,2,1,2,1,2,,,,3,3,3,3,3,3,3,3,2,4,,,,,,,,,2,2,2,4,5,4,4,,,,,3,3,3,3,5,1,5,2,2,1,,3,2,3,2,2,1,1,2,2,2,3,,1,4,8,2,3,2,1,5,2,,1,3,5,1,1,8,,4,4,2,,2,3,1,9,3,1,1,3,0.09808755559673102
202301000012,2023-11-28T16:05:08Z,2023-11-28T16:15:49Z,1,1,2,1,1,2,2,2,,,,3,2,2,3,3,3,3,3,3,4,99,4,4,3,4,2,1,4,2,2,2,3,3,1,2,,,,,3,3,3,2,3,1,1,5,5,1,,1,1,2,3,3,1,3,1,4,3,3,5,1,1,2,1,3,1,3,2,2,,4,4,4,4,2,10,,3,6,1,,1,2,1,3,3,2,2,2,2.4458808047727967
202301000017,2023-11-29T08:27:18Z,2023-11-29T08:45:48Z,1,1,2,2,1,1,1,2,,,,3,2,2,2,2,2,3,3,2,4,,,,,,,,,2,2,1,3,2,3,1,,,,,2,2,2,2,3,2,1,2,2,3,,2,3,3,2,3,1,3,3,1,1,3,,1,4,9,2,2,1,1,6,2,,4,3,5,4,2,1,2,1,4,2,,2,4,1,7,4,1,2,2,0.30687343738092354
202301000018,2023-11-28T21:30:29Z,2023-11-28T21:35:41Z,1,1,2,2,1,2,2,1,,,,4,2,2,3,3,4,2,3,4,4,,,,,,,,,2,2,2,3,3,2,1,,,,,3,2,3,3,3,1,1,1,3,1,,4,5,2,5,1,2,1,1,2,1,4,,1,3,5,2,2,2,1,6,2,,4,3,5,4,6,1,1,1,5,2,,2,4,1,9,5,1,2,2,0.2448487481034809
202301000019,2023-11-29T12:03:04Z,2023-11-29T12:07:19Z,2,1,1,2,2,2,1,1,4,2,3,,,,2,2,2,2,3,3,4,,,,,,,,,2,2,2,3,2,3,1,3,2,3,2,,,,,3,1,1,3,3,,1,3,3,3,2,1,1,4,2,5,2,2,,1,4,9,1,2,2,3,2,2,,1,4,4,1,3,10,,3,6,4,2,2,3,3,5,3,1,2,2,1.4634158429983213
202301000020,2023-11-30T13:15:56Z,2023-11-30T13:21:23Z,2,1,2,2,1,2,1,1,,,,2,3,2,1,1,1,1,2,2,4,,,,,,,,,2,2,2,1,1,2,1,,,,,2,2,2,3,1,1,2,2,2,1,,1,1,3,3,1,1,3,2,2,1,3,,1,2,3,2,3,2,1,6,2,,4,3,5,4,1,8,,4,4,2,,2,4,1,9,4,1,1,3,0.09898686472063223
202301000022,2023-11-28T15:28:57Z,2023-11-28T15:32:01Z,1,1,2,2,1,2,2,1,,,,3,3,3,4,4,3,4,4,4,4,,,,,,,,,2,2,1,4,3,2,2,,,,,2,2,2,2,3,1,1,1,1,1,,1,4,1,3,1,1,4,2,4,2,2,,1,1,2,1,1,2,1,5,2,,1,3,5,1,6,7,,4,6,2,,2,4,1,6,5,1,1,2,0.1945820810927449
202301000027,2023-11-28T20:33:18Z,2023-11-28T20:44:13Z,1,1,2,1,2,2,2,1,,,,3,3,2,3,3,3,3,3,4,2,8,,,,,,1,2,1,1,1,4,3,4,2,,,,,1,1,1,1,4,1,2,1,2,1,,3,3,2,2,2,1,4,2,4,3,2,2,1,4,9,1,2,2,1,6,2,,2,3,5,4,1,6,,4,5,1,,1,2,3,9,3,1,2,2,1.0446354902270478
202301000036,2023-12-03T08:31:44Z,2023-12-03T08:36:21Z,2,1,2,2,1,2,1,99,,,,3,4,3,3,3,2,3,4,5,4,,,,,,,,,2,2,2,5,5,3,1,,,,,3,3,3,3,5,1,1,3,3,1,,3,4,2,2,2,1,1,1,2,1,4,,1,3,7,2,1,1,1,5,2,,3,3,5,4,6,7,,4,6,4,2,2,3,1,2,3,1,2,1,0.5877009834072254
202301000038,2023-11-28T16:11:19Z,2023-11-28T16:23:26Z,1,1,1,2,2,2,2,2,3,3,3,,,,3,2,4,3,3,3,4,,,,,,,,,2,1,1,3,3,2,2,3,2,3,3,,,,,3,1,1,3,3,,1,2,2,3,4,3,1,2,2,2,3,3,,1,4,9,2,2,2,3,2,2,,2,3,5,4,6,9,,3,6,3,2,2,3,3,9,3,1,1,2,0.27023911861050864
202301000044,2023-11-30T13:07:14Z,2023-11-30T13:11:24Z,1,1,1,2,1,1,1,1,3,1,2,,,,2,2,1,1,1,5,3,,,,,,,,,2,2,1,4,2,3,2,2,2,2,2,,,,,4,1,1,1,1,,3,2,3,2,3,3,2,1,1,1,3,3,,1,2,3,2,2,2,1,6,2,,4,3,5,4,1,8,,4,5,2,,2,3,1,6,3,1,2,2,0.3725088579368197
202301000050,2023-11-29T00:25:42Z,2023-11-29T01:59:52Z,2,1,1,1,1,2,1,2,4,4,3,,,,2,1,2,2,3,2,4,7,1,4,4,1,1,1,4,2,1,2,2,2,1,2,3,2,3,3,,,,,2,1,1,1,1,,1,3,4,4,1,1,1,3,2,5,1,5,4,1,4,9,2,2,1,2,3,1,5,1,4,3,1,6,9,,3,5,4,1,1,2,1,4,3,2,2,2,0.6180146196576413
202301000055,2023-11-29T21:52:06Z,2023-11-29T22:10:42Z,2,1,1,2,1,1,1,1,4,1,2,,,,1,1,1,1,1,5,2,,,,,,,,,1,1,2,5,5,4,4,2,2,2,2,,,,,5,5,5,5,5,,4,5,3,5,4,4,1,1,1,4,1,4,,1,4,9,1,2,2,2,4,2,,4,3,5,4,2,7,,4,5,2,,2,3,1,1,3,1,2,1,0.2866899793070295
202301000058,2023-11-30T14:59:17Z,2023-11-30T15:04:37Z,2,1,1,2,1,2,2,2,4,2,4,,,,2,3,3,1,3,4,4,,,,,,,,,2,2,2,3,1,3,1,2,2,3,2,,,,,2,1,1,2,2,,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,2,2,2,2,1,5,2,,2,3,5,4,1,9,,3,6,2,,2,4,1,9,4,1,1,3,0.14977910670002054
202301000059,2023-11-28T22:04:42Z,2023-11-28T22:17:50Z,1,1,2,1,1,2,1,1,,,,2,2,2,2,1,2,2,1,1,4,97,4,4,2,2,2,1,4,2,2,2,1,1,2,1,,,,,2,2,2,2,1,2,1,3,3,2,,3,3,3,1,2,1,4,3,3,3,3,5,1,4,8,1,3,1,3,2,2,,4,3,5,4,1,3,1,4,5,1,,1,1,1,1,2,1,2,1,1.1103439977761393
202301000060,2023-11-30T20:24:35Z,2023-11-30T20:35:20Z,1,1,1,2,1,2,2,1,4,4,4,,,,4,4,4,3,3,4,3,,,,,,,,,2,2,2,2,4,1,3,3,3,3,3,,,,,2,1,1,2,2,,1,2,2,2,2,2,1,1,1,1,1,4,,1,1,2,1,4,1,2,3,2,,4,3,5,4,1,1,2,1,3,2,,2,3,1,4,3,2,2,2,0.1362040510425972
202301000067,2023-11-28T16:06:04Z,2023-11-28T16:10:41Z,1,1,2,2,1,2,2,2,,,,4,3,3,2,2,3,2,2,2,4,,,,,,,,,2,2,2,3,1,3,1,,,,,3,2,2,3,3,3,1,3,5,3,,1,1,1,1,1,1,1,1,1,1,3,,1,4,9,2,3,2,1,5,2,,4,3,5,4,1,7,,4,5,2,,2,3,1,9,3,1,1,3,0.11757775545424706
202301000071,2023-11-28T16:58:57Z,2023-11-28T17:06:49Z,1,1,1,2,1,1,2,2,4,3,4,,,,3,2,4,2,3,3,4,,,,,,,,,2,2,2,3,1,2,1,3,3,3,3,,,,,3,2,1,2,2,,1,3,2,2,3,3,1,4,3,2,2,4,,1,4,9,2,4,1,1,5,2,,4,3,5,4,1,9,,3,6,3,2,2,3,1,9,3,2,2,3,0.29374695932083106
202301000075,2023-12-02T16:46:12Z,2023-12-02T17:05:57Z,1,1,1,9,2,2,99,,3,2,3,,,,3,2,2,3,2,5,3,99,,,,,,1,99,99,99,1,3,5,1,99,3,2,2,3,,,,,99,99,99,99,99,,99,99,99,99,99,99,2,2,1,1,2,4,5,1,3,7,2,1,2,2,3,2,,2,3,5,4,6,2,99,2,2,99,99,9,9,3,5,3,2,2,2,4.1391406628535865
202301000076,2023-11-28T15:33:17Z,2023-11-28T15:43:05Z,2,1,2,2,2,2,1,1,,,,2,2,2,1,2,1,2,2,2,3,,,,,,,,,2,2,1,3,2,3,1,,,,,2,3,2,2,2,1,1,1,1,1,,1,2,1,1,1,1,1,3,1,1,3,,1,4,9,2,2,2,1,5,2,,2,3,5,4,6,2,2,2,3,2,,2,3,3,9,3,1,1,3,0.5240095566035132
202301000078,2023-11-30T11:38:53Z,2023-11-30T11:47:46Z,2,1,1,1,1,1,2,1,3,3,3,,,,4,4,4,4,4,4,3,97,3,2,2,2,2,1,3,2,2,2,4,4,1,2,2,2,2,2,,,,,3,5,5,5,5,,2,3,5,3,3,3,2,3,3,6,1,3,2,1,4,9,3,3,1,2,4,2,,4,3,5,4,1,12,,3,6,3,1,1,2,1,5,3,1,2,2,0.18816675557692175
202301000079,2023-11-29T00:09:19Z,2023-11-29T00:18:22Z,2,1,2,2,1,2,1,1,,,,4,4,3,2,2,4,3,3,2,4,,,,,,,,,2,2,2,1,2,3,1,,,,,3,2,3,2,1,2,1,2,1,2,,3,1,2,3,3,2,1,2,1,2,3,,1,4,9,2,4,2,2,3,2,,1,3,5,1,1,2,2,2,5,4,2,2,3,1,99,3,2,2,99,0.2287798469259296
202301000080,2023-11-28T20:43:00Z,2023-11-28T20:56:50Z,2,1,1,1,1,2,2,1,2,3,2,,,,4,4,4,3,3,2,3,8,1,2,4,2,2,2,2,1,99,2,3,3,1,4,1,1,1,1,,,,,3,1,1,1,1,,4,3,2,3,3,3,1,3,3,3,2,4,2,1,4,9,2,4,1,2,3,2,,4,3,5,4,1,2,1,2,2,1,,1,1,1,7,2,4,2,2,0.17524485032508139
202301000083,2023-11-30T20:28:39Z,2023-11-30T20:37:36Z,1,1,2,2,1,1,1,1,,,,2,2,2,1,1,1,2,3,1,3,,,,,,,,,2,2,2,2,1,3,1,,,,,2,3,2,2,2,2,1,3,3,1,,4,3,3,3,4,1,1,1,2,1,4,,1,3,7,2,3,1,1,6,2,,4,3,5,4,1,8,,4,5,2,,2,3,1,9,3,1,1,3,0.11261048492580861
202301000084,2023-11-28T17:49:09Z,2023-11-28T17:52:48Z,2,1,2,2,2,2,2,2,,,,4,2,2,4,4,4,2,4,4,4,,,,,,,,,2,2,1,5,3,1,2,,,,,3,3,3,3,3,1,2,1,3,1,,3,5,1,4,2,2,3,2,2,1,2,,1,1,1,2,1,2,1,5,2,,4,3,5,4,1,6,,4,5,2,,2,3,3,6,3,1,1,2,0.4993007216079794
202301000086,2023-11-28T19:14:01Z,2023-11-28T19:17:03Z,2,1,1,2,1,2,1,1,4,2,4,,,,2,2,1,3,2,2,4,,,,,,,,,2,2,1,2,1,2,2,2,2,2,2,,,,,99,2,1,2,3,,3,2,3,2,3,1,2,2,2,1,2,1,,1,3,5,2,3,2,1,5,2,,4,3,5,4,1,2,2,2,4,2,,2,4,1,8,4,1,1,2,0.17669485558362852
202301000090,2023-11-30T14:42:03Z,2023-11-30T14:48:12Z,1,1,1,1,1,2,2,1,3,3,4,,,,4,3,4,1,2,3,4,8,2,4,3,4,3,1,4,2,2,2,5,3,1,2,3,3,3,3,,,,,5,1,1,1,1,,1,1,1,3,3,1,2,4,2,3,2,2,4,1,4,9,1,2,1,1,5,2,,4,3,5,4,1,2,2,2,5,3,1,1,2,1,9,3,1,2,3,0.7789131569696517
202301000091,2023-11-29T01:48:40Z,2023-11-29T01:56:41Z,1,1,1,2,2,2,1,2,2,3,3,,,,2,3,4,2,3,5,4,,,,,,,,,2,2,1,4,3,3,4,3,3,3,3,,,,,4,5,5,5,5,,4,4,4,3,3,3,2,3,1,4,2,4,,1,1,2,2,2,2,1,6,2,,3,3,5,4,1,12,,3,6,3,2,2,4,3,2,5,1,1,1,0.22514760360826463
202301000094,2023-11-30T08:51:24Z,2023-11-30T09:10:51Z,2,1,1,2,2,1,1,2,3,2,2,,,,2,2,2,2,2,1,3,,,,,,,,,2,2,2,4,2,3,4,2,3,2,3,,,,,4,3,1,3,1,,3,3,3,3,4,3,2,2,1,3,2,5,,1,4,9,2,3,2,3,1,2,,3,3,5,4,1,7,,4,3,3,2,2,9,3,2,99,2,2,1,0.48056348493875173
202301000098,2023-11-28T17:10:57Z,2023-11-28T17:30:41Z,2,1,1,2,1,1,1,2,3,2,2,,,,2,2,2,2,3,5,4,,,,,,,,,2,2,2,5,5,4,3,3,3,3,3,,,,,5,5,5,5,5,,4,5,5,5,5,5,1,5,2,4,3,4,,1,4,8,1,3,2,2,4,2,,4,3,5,4,1,7,,4,5,2,,2,3,1,5,3,1,1,2,0.1340903728023958
